SYMBOL
AAPL
MSFT
AMZN
NVDA
UNH
XOM
LLY
JPM
JNJ
WMT
PG
HD
CVX
ORCL
MRK
KO
PEP
BAC
COST
PFE
MCD
CSCO
TMO
ADBE
AMD
ABT
LIN
DHR
DIS
NKE
CMCSA
TXN
WFC
NEE
UPS
VZ
MS
RTX
BMY
HON
INTC
QCOM
BA
AXP
COP
LOW
UNP
SPGI
INTU
IBM
CAT
AMGN
GE
LMT
SBUX
AMAT
MDT
DE
T
GS
SYK
BLK
SCHW
GILD
BKNG
ADI
C
TJX
CVS
ADP
MMC
VRTX
LRCX
REGN
MO
CB
CI
PGR
BSX
SO
MU
ETN
BDX
ITW
DUK
SNPS
NOC
EL
WM
SLB
EOG
HUM
CSX
AON
ATVI
CL
KLAC
CDNS
APD
MNST
SHW
TGT
MCO
GD
MMM
EPD
FDX
SCCO
ORLY
MAR
HSY
FCX
OXY
MCK
BN
GIS
F
PNC
ECL
NSC
CTAS
ROP
USB
PXD
MSI
EMR
APH
KMB
RSG
SRE
STZ
AJG
AZO
PH
ADSK
BIIB
AEP
JCI
TFC
COF
MCHP
CPRT
D
HES
AIG
TRV
AFL
PAYX
VLO
EXC
TT
ADM
IDXX
PCAR
DHI
YUM
WMB
SYY
NUE
LNG
ABC
ROST
ODFL
A
EA
XEL
AME
LHX
GWW
BK
ROK
CSGP
NEM
PCG
DD
KR
PPG
RMD
CTSH
LEN
ED
FAST
DVN
CMI
PEG
GOLD
HPQ
BKR
DLTR
MTD
CCEP
ALL
HAL
ANSS
WEC
IT
VMC
WBA
GLW
ACGL
OKE
EFX
PWR
MLM
EIX
WST
TROW
URI
ALB
ES
STT
EBAY
MKC
VRSN
TTWO
TSCO
K
CHD
DTE
HRL
RCL
HIG
FE
GPC
CAH
AEE
ETR
BAX
MTB
IFF
STE
ROL
RJF
CLX
DRI
FICO
DOV
PPL
HEI
HOLX
LH
TDY
FCNCA
NVR
OMC
MKL
ICLR
BRO
CNP
TSN
LUV
JBHT
FITB
COO
WAB
BMRN
EXPD
BALL
CMS
RF
CAG
SWKS
TYL
ATO
STLD
PTC
BBY
TER
SJM
CINF
IEX
HUBB
HBAN
NTRS
PHM
CPB
FDS
WAT
DGX
NTAP
CCL
WRB
CHKP
IPG
MGM
J
RVTY
MRO
ZBRA
AKAM
RS
INCY
SIRI
TAP
SNA
AES
RE
GGG
AVY
FMC
WSO
EVRG
L
EQT
TECH
LNT
NDSN
TXT
WDC
POOL
BEN
DECK
SWK
TRMB
JBL
KMX
SRPT
FLEX
MAS
GEN
DOX
CSL
MANH
CHRW
VTRS
BWA
JKHY
TFX
NI
BIO
MOS
LSCC
BAP
MTCH
WTRG
RPM
AZPN
CHDN
TTC
LII
QGEN
TPL
IP
LECO
APA
CNA
AOS
GL
DAR
UTHR
MTN
ERIE
PAG
JNPR
AFG
EMN
SCI
CGNX
UHAL
HSIC
CCK
PNR
KEY
RNR
PAA
RGEN
RRX
KNX
NBIX
DVA
AGCO
FFIV
UNM
PNW
BBWI
CASY
UHS
MTZ
HAS
DINO
XRAY
EME
CLH
TTEK
CHE
IEP
RGLD
SKX
TOL
SEIC
NYCB
CLF
GPK
NATI
WSM
THC
WWE
RHI
WCC
ATR
MIDD
WHR
EWBC
RL
JEF
ALV
ARW
ORI
DCI
CIEN
OGE
INGR
JLL
VFC
CACI
OLED
IVZ
CAR
RMBS
CFR
ITT
LAD
RRC
WBS
BYD
WWD
OLN
PII
LSTR
LFUS
FCN
COKE
MKSI
CW
MAT
ACHC
AMKR
GNTX
AN
CBSH
EHC
AA
NOV
SF
HXL
PDCE
MHK
WOLF
CACC
TREX
NOVT
NYT
SON
SIGI
EXP
IONS
FHN
MUR
ALK
CHH
VMI
UGI
RLI
BOKF
QDEL
SEE
LNW
BC
PB
TKR
EEFT
WTS
MSA
LANC
FIX
SWN
COHR
DXC
SSD
CMA
FLO
PPC
OSK
CMC
IDA
DDS
AMG
IGT
PLUG
MSM
UFPI
OPCH
AIT
SSB
POWI
MMS
SLGN
RIG
ATI
IAC
X
AAON
ALKS
NJR
PVH
CWST
MMSI
NFG
EXPO
WEN
HOG
ASH
COLM
HRB
FLS
FIZZ
COLB
NSIT
FCFS
MTH
BPOP
NSP
ESGR
MLI
KEX
PRGO
MTG
FELE
HAE
ICUI
OZK
THO
AJRD
LPX
SEB
GATX
